,Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
13913,Maize,2014,Rabi       ,Nagaland,5220.0,10310,1333.3,788011.2,1722.6,1.975
13914,Masoor,2014,Rabi       ,Nagaland,2110.0,1730,1333.3,318525.6,696.3,0.816666667
13915,Mesta,2014,Kharif     ,Nagaland,1840.0,2040,1333.3,277766.4,607.2,1.105454545
13916,Moong(Green Gram),2014,Kharif     ,Nagaland,350.0,350,1333.3,52836.0,115.5,1.0
13917,Niger seed,2014,Kharif     ,Nagaland,32150.0,35950,1333.3,4853364.0,10609.5,1.079090909
13918,Niger seed,2014,Rabi       ,Nagaland,35150.0,33550,1333.3,5306244.0,11599.5,0.960909091
13919,Other  Rabi pulses,2014,Rabi       ,Nagaland,9230.0,11640,1333.3,1393360.8,3045.9,1.252222222
13920,Other Kharif pulses,2014,Kharif     ,Nagaland,10460.0,12520,1333.3,1579041.6,3451.8,1.174
13921,Peas & beans (Pulses),2014,Kharif     ,Nagaland,2330.0,3160,1333.3,351736.8,768.9,1.353
13922,Peas & beans (Pulses),2014,Rabi       ,Nagaland,7120.0,7800,1333.3,1074835.2,2349.6,1.097272727
13923,Potato,2014,Rabi       ,Nagaland,7200.0,50000,1333.3,1086912.0,2376.0,10.17181818
13924,Ragi,2014,Kharif     ,Nagaland,320.0,300,1333.3,48307.2,105.6,0.965714286
13925,Rapeseed &Mustard,2014,Rabi       ,Nagaland,27280.0,27600,1333.3,4118188.8,9002.4,1.010909091
13927,Rice,2014,Rabi       ,Nagaland,4010.0,10740,1333.3,605349.6,1323.3,2.683333333
13928,Sesamum,2014,Kharif     ,Nagaland,3570.0,2150,1333.3,538927.2,1178.1,0.603636364
13929,Small millets,2014,Kharif     ,Nagaland,8680.0,9740,1333.3,1310332.8,2864.4,1.118888889
13930,Soyabean,2014,Kharif     ,Nagaland,24760.0,31060,1333.3,3737769.6,8170.8,1.237272727
13931,Sugarcane,2014,Kharif     ,Nagaland,4350.0,50000,1333.3,656676.0,1435.5,43.52363636
13932,Sunflower,2014,Kharif     ,Nagaland,300.0,240,1333.3,45288.0,99.0,0.765
13933,Sunflower,2014,Rabi       ,Nagaland,2090.0,1280,1333.3,315506.4,689.7,0.616
13934,Sweet potato,2014,Kharif     ,Nagaland,1570.0,13370,1333.3,237007.2,518.1,8.514545455
13935,Tapioca,2014,Kharif     ,Nagaland,2170.0,43860,1333.3,327583.2,716.1,20.19363636
13936,Urad,2014,Kharif     ,Nagaland,790.0,640,1333.3,119258.4,260.7,0.820909091
13937,Wheat,2014,Rabi       ,Nagaland,3070.0,5600,1333.3,463447.2,1013.1,1.823333333
13938,Arhar/Tur,2014,Kharif     ,Punjab,2600.0,2390,382.7,392496.0,858.0,0.877777778
13939,Barley,2014,Rabi       ,Punjab,11000.0,39400,382.7,1660560.0,3630.0,3.538888889
13941,Gram,2014,Rabi       ,Punjab,1800.0,1950,382.7,271728.0,594.0,1.102222222
13942,Groundnut,2014,Kharif     ,Punjab,1400.0,2600,382.7,211344.0,462.0,1.86
13943,Guar seed,2014,Kharif     ,Punjab,28200.0,21200,382.7,4257072.0,9306.0,0.93875
13945,Masoor,2014,Rabi       ,Punjab,800.0,470,382.7,120768.0,264.0,0.575
13946,Moong(Green Gram),2014,Kharif     ,Punjab,3700.0,3100,382.7,558552.0,1221.0,0.921818182
13947,Peas & beans (Pulses),2014,Rabi       ,Punjab,2200.0,2560,382.7,332112.0,726.0,1.156
13948,Rapeseed &Mustard,2014,Rabi       ,Punjab,31000.0,38700,382.7,4679760.0,10230.0,1.261052632
13950,Sesamum,2014,Kharif     ,Punjab,4700.0,1400,382.7,709512.0,1551.0,0.27
13952,Urad,2014,Kharif     ,Punjab,2200.0,1210,382.7,332112.0,726.0,0.523333333
13954,Arhar/Tur,2014,Kharif     ,Telangana,219791.0,50000,746.4,33179649.36,72531.03,0.497777778
13955,Arhar/Tur,2014,Rabi       ,Telangana,878.0,614,746.4,132542.88,289.74,0.528571429
13956,Bajra,2014,Kharif     ,Telangana,1975.0,1851,746.4,298146.0,651.75,0.848
13957,Bajra,2014,Rabi       ,Telangana,9243.0,8659,746.4,1395323.28,3050.19,0.923333333
13958,Banana,2014,Kharif     ,Telangana,1707.0,50000,746.4,257688.72,563.31,42.26375
13959,Cashewnut,2014,Kharif     ,Telangana,4089.0,2290,746.4,617275.44,1349.37,0.57
13960,Castor seed,2014,Kharif     ,Telangana,49717.0,28724,746.4,7505278.32,16406.61,0.474285714
13961,Castor seed,2014,Rabi       ,Telangana,1000.0,576,746.4,150960.0,330.0,0.5025
13963,Coriander,2014,Whole Year ,Telangana,1597.0,382,746.4,241083.12,527.01,0.241428571
13965,Cowpea(Lobia),2014,Kharif     ,Telangana,1642.0,1511,746.4,247876.32,541.86,0.94
13966,Cowpea(Lobia),2014,Rabi       ,Telangana,8538.0,8385,746.4,1288896.48,2817.54,0.97
13967,Dry chillies,2014,Kharif     ,Telangana,55485.0,50000,746.4,8376015.6,18310.05,2.612222222
13968,Dry chillies,2014,Rabi       ,Telangana,17789.0,50000,746.4,2685427.44,5870.37,4.2025
13969,Ginger,2014,Kharif     ,Telangana,2186.0,16540,746.4,329998.56,721.38,7.78
13970,Gram,2014,Rabi       ,Telangana,59337.0,50000,746.4,8957513.52,19581.21,1.283333333
13971,Groundnut,2014,Kharif     ,Telangana,12402.0,21533,746.4,1872205.92,4092.66,1.36125
13972,Groundnut,2014,Rabi       ,Telangana,142396.0,50000,746.4,21496100.16,46990.68,1.85
13973,Horse-gram,2014,Kharif     ,Telangana,529.0,274,746.4,79857.84,174.57,0.51
13974,Horse-gram,2014,Rabi       ,Telangana,1778.0,679,746.4,268406.88,586.74,0.39375
13975,Jowar,2014,Kharif     ,Telangana,42616.0,46996,746.4,6433311.36,14063.28,0.885555556
13976,Jowar,2014,Rabi       ,Telangana,36385.0,36271,746.4,5492679.6,12007.05,0.974444444
13977,Linseed,2014,Rabi       ,Telangana,45.0,18,746.4,6793.2,14.85,0.4
13980,Masoor,2014,Rabi       ,Telangana,54.0,21,746.4,8151.84,17.82,0.39
13981,Mesta,2014,Kharif     ,Telangana,7.0,50,746.4,1056.72,2.31,7.14
13982,Mesta,2014,Rabi       ,Telangana,170.0,1205,746.4,25663.2,56.1,7.09
13983,Moong(Green Gram),2014,Kharif     ,Telangana,69848.0,34548,746.4,10544254.08,23049.84,0.47
13984,Moong(Green Gram),2014,Rabi       ,Telangana,17504.0,10306,746.4,2642403.84,5776.32,0.59625
13985,Onion,2014,Kharif     ,Telangana,5552.0,50000,746.4,838129.92,1832.16,15.05142857
13986,Onion,2014,Rabi       ,Telangana,8367.0,50000,746.4,1263082.32,2761.11,26.84555556
13987,Other  Rabi pulses,2014,Rabi       ,Telangana,107.0,141,746.4,16152.72,35.31,1.11
13988,Other Kharif pulses,2014,Kharif     ,Telangana,146.0,75,746.4,22040.16,48.18,0.603333333
13989,Potato,2014,Kharif     ,Telangana,9.0,173,746.4,1358.64,2.97,19.22
13990,Potato,2014,Rabi       ,Telangana,3037.0,41069,746.4,458465.52,1002.21,14.92
13991,Ragi,2014,Kharif     ,Telangana,1196.0,1333,746.4,180548.16,394.68,1.38
13992,Ragi,2014,Rabi       ,Telangana,331.0,415,746.4,49967.76,109.23,1.2675
13993,Rapeseed &Mustard,2014,Rabi       ,Telangana,2254.0,3962,746.4,340263.84,743.82,1.62
13996,Safflower,2014,Rabi       ,Telangana,4155.0,3100,746.4,627238.8,1371.15,0.752
13997,Sesamum,2014,Kharif     ,Telangana,5480.0,1087,746.4,827260.8,1808.4,0.20125
13998,Sesamum,2014,Rabi       ,Telangana,18324.0,8565,746.4,2766191.04,6046.92,0.421428571
13999,Small millets,2014,Kharif     ,Telangana,134.0,85,746.4,20228.64,44.22,0.63
14000,Soyabean,2014,Kharif     ,Telangana,242517.0,50000,746.4,36610366.32,80030.61,1.067142857
14001,Soyabean,2014,Rabi       ,Telangana,122.0,165,746.4,18417.12,40.26,1.185
14003,Sunflower,2014,Kharif     ,Telangana,1369.0,1395,746.4,206664.24,451.77,1.013333333
14004,Sunflower,2014,Rabi       ,Telangana,17002.0,24272,746.4,2566621.92,5610.66,1.321111111
14005,Sweet potato,2014,Kharif     ,Telangana,7.0,55,746.4,1056.72,2.31,7.9
14006,Sweet potato,2014,Rabi       ,Telangana,96.0,744,746.4,14492.16,31.68,7.745
14007,Tobacco,2014,Kharif     ,Telangana,1534.0,3466,746.4,231572.64,506.22,3.016666667
14008,Tobacco,2014,Rabi       ,Telangana,4551.0,12509,746.4,687018.96,1501.83,2.82125
14009,Turmeric,2014,Kharif     ,Telangana,43470.0,50000,746.4,6562231.2,14345.1,4.693333333
14010,Urad,2014,Kharif     ,Telangana,19851.0,13022,746.4,2996706.96,6550.83,0.66875
14011,Urad,2014,Rabi       ,Telangana,8164.0,3316,746.4,1232437.44,2694.12,0.41
14012,Wheat,2014,Rabi       ,Telangana,5828.0,6929,746.4,879794.88,1923.24,1.156
14013,other oilseeds,2014,Kharif     ,Telangana,3475.0,50000,746.4,524586.0,1146.75,13.84
14014,Arhar/Tur,2014,Kharif     ,Tripura,2523.0,1820,2015.7,380872.08,832.59,0.72625
14015,Cotton(lint),2014,Kharif     ,Tripura,904.0,1347,2015.7,136467.84,298.32,1.4725
14016,Gram,2014,Rabi       ,Tripura,161.0,131,2015.7,24304.56,53.13,0.853333333
14017,Groundnut,2014,Kharif     ,Tripura,249.0,268,2015.7,37589.04,82.17,1.0675
14018,Groundnut,2014,Rabi       ,Tripura,486.0,533,2015.7,73366.56,160.38,1.0075
14019,Jute,2014,Kharif     ,Tripura,650.0,5564,2015.7,98124.0,214.5,8.45625
14020,Maize,2014,Kharif     ,Tripura,4519.0,5963,2015.7,682188.24,1491.27,1.30875
14021,Masoor,2014,Rabi       ,Tripura,2498.0,1902,2015.7,377098.08,824.34,0.76
14022,Mesta,2014,Kharif     ,Tripura,627.0,5079,2015.7,94651.92,206.91,8.12
14023,Moong(Green Gram),2014,Kharif     ,Tripura,569.0,312,2015.7,85896.24,187.77,0.54
14024,Moong(Green Gram),2014,Rabi       ,Tripura,619.0,381,2015.7,93444.24,204.27,0.60375
14025,Other  Rabi pulses,2014,Rabi       ,Tripura,552.0,462,2015.7,83329.92,182.16,0.835
14026,Other Kharif pulses,2014,Kharif     ,Tripura,1300.0,792,2015.7,196248.0,429.0,0.60875
14027,Peas & beans (Pulses),2014,Rabi       ,Tripura,2057.0,1731,2015.7,310524.72,678.81,0.84125
14028,Rapeseed &Mustard,2014,Rabi       ,Tripura,5934.0,4925,2015.7,895796.64,1958.22,0.8225
14030,Sesamum,2014,Kharif     ,Tripura,2468.0,1543,2015.7,372569.28,814.44,0.63
14031,Sugarcane,2014,Whole Year ,Tripura,793.0,41510,2015.7,119711.28,261.69,52.65875
14032,Urad,2014,Kharif     ,Tripura,889.0,520,2015.7,134203.44,293.37,0.5725
14033,Urad,2014,Rabi       ,Tripura,436.0,325,2015.7,65818.56,143.88,0.705
14034,Wheat,2014,Rabi       ,Tripura,135.0,304,2015.7,20379.6,44.55,2.21375
14035,Arhar/Tur,2014,Kharif     ,Uttar Pradesh,286511.0,50000,616.4,43251700.56,94548.63,0.656944444
14037,Banana,2014,Summer     ,Uttar Pradesh,2441.0,50000,616.4,368493.36,805.53,45.10709677
14038,Barley,2014,Rabi       ,Uttar Pradesh,170247.0,50000,616.4,25700487.12,56181.51,1.761351351
14039,Coriander,2014,Rabi       ,Uttar Pradesh,6867.0,3332,616.4,1036642.32,2266.11,0.481935484
14040,Cotton(lint),2014,Kharif     ,Uttar Pradesh,6317.0,1886,616.4,953614.32,2084.61,0.294
14041,Dry chillies,2014,Kharif     ,Uttar Pradesh,13283.0,10951,616.4,2005201.68,4383.39,0.828550725
14042,Garlic,2014,Rabi       ,Uttar Pradesh,33861.0,50000,616.4,5111656.56,11174.13,5.808064516
14043,Ginger,2014,Kharif     ,Uttar Pradesh,944.0,4354,616.4,142506.24,311.52,4.605
14044,Gram,2014,Rabi       ,Uttar Pradesh,558142.0,50000,616.4,84257116.32,184186.86,0.490746269
14045,Groundnut,2014,Kharif     ,Uttar Pradesh,97939.0,50000,616.4,14784871.44,32319.87,0.974339623
14046,Guar seed,2014,Kharif     ,Uttar Pradesh,2050.0,1677,616.4,309468.0,676.5,0.829322034
14047,Jowar,2014,Kharif     ,Uttar Pradesh,164407.0,50000,616.4,24818880.72,54254.31,1.097454545
14048,Linseed,2014,Rabi       ,Uttar Pradesh,24641.0,14267,616.4,3719805.36,8131.53,0.605588235
14050,Maize,2014,Rabi       ,Uttar Pradesh,10653.0,25493,616.4,1608176.88,3515.49,2.444166667
14051,Maize,2014,Summer     ,Uttar Pradesh,62374.0,50000,616.4,9415979.04,20583.42,1.784310345
14052,Masoor,2014,Rabi       ,Uttar Pradesh,438067.0,50000,616.4,66130594.32,144562.11,0.574324324
14053,Moong(Green Gram),2014,Kharif     ,Uttar Pradesh,37182.0,11887,616.4,5612994.72,12270.06,0.308448276
14054,Moong(Green Gram),2014,Summer     ,Uttar Pradesh,50984.0,34274,616.4,7696544.64,16824.72,0.657076923
14055,Onion,2014,Rabi       ,Uttar Pradesh,10021.0,50000,616.4,1512770.16,3306.93,15.2939726
14056,Onion,2014,Summer     ,Uttar Pradesh,11256.0,50000,616.4,1699205.76,3714.48,14.41890411
14061,Rice,2014,Summer     ,Uttar Pradesh,29947.0,50000,616.4,4520799.12,9882.51,2.384090909
14062,Sannhamp,2014,Kharif     ,Uttar Pradesh,1847.0,710,616.4,278823.12,609.51,0.47
14063,Sesamum,2014,Kharif     ,Uttar Pradesh,322820.0,50000,616.4,48732907.2,106530.6,0.180857143
14064,Small millets,2014,Kharif     ,Uttar Pradesh,6865.0,5086,616.4,1036340.4,2265.45,0.768235294
14065,Small millets,2014,Summer     ,Uttar Pradesh,46.0,43,616.4,6944.16,15.18,0.89
14066,Soyabean,2014,Kharif     ,Uttar Pradesh,52551.0,37679,616.4,7933098.96,17341.83,0.734615385
14068,Sunflower,2014,Summer     ,Uttar Pradesh,2544.0,4352,616.4,384042.24,839.52,1.703125
14069,Sweet potato,2014,Kharif     ,Uttar Pradesh,16833.0,50000,616.4,2541109.68,5554.89,12.38789474
14070,Tobacco,2014,Rabi       ,Uttar Pradesh,30836.0,50000,616.4,4655002.56,10175.88,4.044375
14071,Tobacco,2014,Summer     ,Uttar Pradesh,409.0,1072,616.4,61742.64,134.97,2.661428571
14072,Turmeric,2014,Rabi       ,Uttar Pradesh,1559.0,4423,616.4,235346.64,514.47,2.855135135
14073,Urad,2014,Kharif     ,Uttar Pradesh,519466.0,50000,616.4,78418587.36,171423.78,0.574594595
14074,Urad,2014,Summer     ,Uttar Pradesh,43663.0,23591,616.4,6591366.48,14408.79,0.575454545
14076,Arhar/Tur,2014,Kharif     ,Uttarakhand,3150.0,2854,1287.4,475524.0,1039.5,0.7825
14077,Bajra,2014,Kharif     ,Uttarakhand,2.0,2,1287.4,301.92,0.66,1.0
14078,Barley,2014,Rabi       ,Uttarakhand,21054.0,24800,1287.4,3178311.84,6947.82,1.170769231
14079,Garlic,2014,Kharif     ,Uttarakhand,2081.0,24774,1287.4,314147.76,686.73,11.075
14080,Garlic,2014,Whole Year ,Uttarakhand,2926.0,20380,1287.4,441708.96,965.58,6.896086957
14081,Gram,2014,Rabi       ,Uttarakhand,601.0,514,1287.4,90726.96,198.33,0.771
14082,Groundnut,2014,Kharif     ,Uttarakhand,1185.0,1306,1287.4,178887.6,391.05,1.068333333
14083,Horse-gram,2014,Kharif     ,Uttarakhand,12109.0,9783,1287.4,1827974.64,3995.97,0.807272727
14084,Linseed,2014,Rabi       ,Uttarakhand,2.0,1,1287.4,301.92,0.66,0.5
14085,Maize,2014,Kharif     ,Uttarakhand,23757.0,49135,1287.4,3586356.72,7839.81,1.822307692
14086,Maize,2014,Summer     ,Uttarakhand,36.0,80,1287.4,5434.56,11.88,2.205
14087,Masoor,2014,Rabi       ,Uttarakhand,10417.0,7352,1287.4,1572550.32,3437.61,0.679230769
14088,Moong(Green Gram),2014,Kharif     ,Uttarakhand,17.0,10,1287.4,2566.32,5.61,0.843333333
14089,Moong(Green Gram),2014,Summer     ,Uttarakhand,17.0,9,1287.4,2566.32,5.61,0.75
14090,Moth,2014,Kharif     ,Uttarakhand,37.0,16,1287.4,5585.52,12.21,0.43
14091,Onion,2014,Whole Year ,Uttarakhand,2825.0,14786,1287.4,426462.0,932.25,5.744166667
14092,Other  Rabi pulses,2014,Rabi       ,Uttarakhand,6.0,5,1287.4,905.76,1.98,0.9175
14093,Other Cereals,2014,Kharif     ,Uttarakhand,1209.0,587,1287.4,182510.64,398.97,0.498333333
14094,Other Cereals,2014,Rabi       ,Uttarakhand,603.0,530,1287.4,91028.88,198.99,0.88
14095,Other Kharif pulses,2014,Kharif     ,Uttarakhand,12717.0,11859,1287.4,1919758.32,4196.61,0.955454545
14096,Peas & beans (Pulses),2014,Rabi       ,Uttarakhand,5572.0,5393,1287.4,841149.12,1838.76,0.733333333
14097,Potato,2014,Kharif     ,Uttarakhand,6561.0,50000,1287.4,990448.56,2165.13,9.715
14098,Potato,2014,Rabi       ,Uttarakhand,5262.0,50000,1287.4,794351.52,1736.46,10.41461538
14099,Ragi,2014,Kharif     ,Uttarakhand,107904.0,50000,1287.4,16289187.84,35608.32,1.483636364
14100,Rapeseed &Mustard,2014,Rabi       ,Uttarakhand,14052.0,9963,1287.4,2121289.92,4637.16,0.68
14102,Rice,2014,Summer     ,Uttarakhand,12394.0,39004,1287.4,1870998.24,4090.02,3.15
14103,Sesamum,2014,Kharif     ,Uttarakhand,1540.0,408,1287.4,232478.4,508.2,0.256153846
14104,Small millets,2014,Kharif     ,Uttarakhand,59534.0,50000,1287.4,8987252.64,19646.22,1.311818182
14105,Soyabean,2014,Kharif     ,Uttarakhand,10772.0,14327,1287.4,1626141.12,3554.76,0.903333333
14107,Sunflower,2014,Whole Year ,Uttarakhand,40.0,43,1287.4,6038.4,13.2,1.0375
14108,Tobacco,2014,Whole Year ,Uttarakhand,5.0,10,1287.4,754.8,1.65,2.0
14109,Turmeric,2014,Whole Year ,Uttarakhand,903.0,1740,1287.4,136316.88,297.99,1.877
14110,Urad,2014,Kharif     ,Uttarakhand,12610.0,9538,1287.4,1903605.6,4161.3,0.75
14111,Urad,2014,Summer     ,Uttarakhand,57.0,32,1287.4,8604.72,18.81,0.58
14113,other oilseeds,2014,Kharif     ,Uttarakhand,134.0,91,1287.4,20228.64,44.22,0.674
14114,other oilseeds,2014,Rabi       ,Uttarakhand,420.0,198,1287.4,63403.2,138.6,0.535
14115,Arhar/Tur,2014,Rabi       ,Jharkhand,33169.0,44945,1156.6,5007192.24,10945.77,1.818695652
14116,Gram,2014,Rabi       ,Jharkhand,27679.0,22059,1156.6,4178421.84,9134.07,0.883333333
14117,Maize,2014,Autumn     ,Jharkhand,106524.0,50000,1156.6,16080863.04,35152.92,1.71625
14118,Masoor,2014,Rabi       ,Jharkhand,6532.0,4850,1156.6,986070.72,2155.56,0.711176471
14119,Onion,2014,Rabi       ,Jharkhand,3714.0,21861,1156.6,560665.44,1225.62,6.09375
14120,Peas & beans (Pulses),2014,Rabi       ,Jharkhand,5571.0,5325,1156.6,840998.16,1838.43,0.9
14121,Potato,2014,Rabi       ,Jharkhand,16999.0,50000,1156.6,2566169.04,5609.67,7.075
14122,Potato,2014,Winter     ,Jharkhand,21548.0,50000,1156.6,3252886.08,7110.84,7.390869565
14123,Ragi,2014,Autumn     ,Jharkhand,21395.0,20856,1156.6,3229789.2,7060.35,0.929473684
14124,Rapeseed &Mustard,2014,Rabi       ,Jharkhand,27096.0,24208,1156.6,4090412.16,8941.68,0.9625
14125,Rice,2014,Autumn     ,Jharkhand,139909.0,50000,1156.6,21120662.64,46169.97,1.01
14127,Sugarcane,2014,Whole Year ,Jharkhand,713.0,37431,1156.6,107634.48,235.29,42.421
14128,Wheat,2014,Rabi       ,Jharkhand,63741.0,50000,1156.6,9622341.36,21034.53,1.46625
14129,Wheat,2014,Winter     ,Jharkhand,23515.0,42516,1156.6,3549824.4,7759.95,1.436428571
14130,Arhar/Tur,2014,Rabi       ,West Bengal,2049.0,2942,1483.5,309317.04,676.17,1.377
14131,Bajra,2014,Kharif     ,West Bengal,164.0,48,1483.5,24757.44,54.12,0.32
14132,Barley,2014,Rabi       ,West Bengal,2462.0,3457,1483.5,371663.52,812.46,1.42
14133,Castor seed,2014,Kharif     ,West Bengal,81.0,48,1483.5,12227.76,26.73,0.59
14135,Cotton(lint),2014,Kharif     ,West Bengal,615.0,1574,1483.5,92840.4,202.95,2.56
14136,Gram,2014,Rabi       ,West Bengal,26177.0,30844,1483.5,3951679.92,8638.41,1.147142857
14137,Groundnut,2014,Autumn     ,West Bengal,2008.0,1864,1483.5,303127.68,662.64,1.008888889
14138,Groundnut,2014,Rabi       ,West Bengal,13464.0,24379,1483.5,2032525.44,4443.12,1.655714286
14139,Groundnut,2014,Summer     ,West Bengal,55367.0,50000,1483.5,8358202.32,18271.11,2.165
14140,Horse-gram,2014,Rabi       ,West Bengal,1989.0,1031,1483.5,300259.44,656.37,0.639
14141,Jowar,2014,Autumn     ,West Bengal,25.0,8,1483.5,3774.0,8.25,0.32
14143,Khesari,2014,Rabi       ,West Bengal,33013.0,41047,1483.5,4983642.48,10894.29,1.166428571
14144,Linseed,2014,Rabi       ,West Bengal,5302.0,1931,1483.5,800389.92,1749.66,0.348
14145,Maize,2014,Autumn     ,West Bengal,45415.0,50000,1483.5,6855848.4,14986.95,3.369166667
14146,Maize,2014,Rabi       ,West Bengal,51093.0,50000,1483.5,7712999.28,16860.69,3.430833333
14147,Maize,2014,Summer     ,West Bengal,55289.0,50000,1483.5,8346427.44,18245.37,3.143333333
14148,Masoor,2014,Rabi       ,West Bengal,65972.0,50000,1483.5,9959133.12,21770.76,0.870555556
14149,Mesta,2014,Kharif     ,West Bengal,8882.0,50000,1483.5,1340826.72,2931.06,11.71181818
14150,Moong(Green Gram),2014,Kharif     ,West Bengal,1124.0,960,1483.5,169679.04,370.92,0.733
14151,Moong(Green Gram),2014,Rabi       ,West Bengal,2571.0,1727,1483.5,388118.16,848.43,0.778
14152,Moong(Green Gram),2014,Summer     ,West Bengal,27994.0,19059,1483.5,4225974.24,9238.02,0.90625
14153,Moth,2014,Kharif     ,West Bengal,16.0,14,1483.5,2415.36,5.28,0.88
14154,Niger seed,2014,Kharif     ,West Bengal,4122.0,2959,1483.5,622257.12,1360.26,0.551666667
14155,Other  Rabi pulses,2014,Rabi       ,West Bengal,308.0,133,1483.5,46495.68,101.64,0.443333333
14156,Other Kharif pulses,2014,Kharif     ,West Bengal,951.0,636,1483.5,143562.96,313.83,0.545714286
14157,Peas & beans (Pulses),2014,Rabi       ,West Bengal,14114.0,16778,1483.5,2130649.44,4657.62,1.175
14159,Potato,2014,Summer     ,West Bengal,2445.0,29340,1483.5,369097.2,806.85,12.0
14160,Ragi,2014,Autumn     ,West Bengal,10127.0,11094,1483.5,1528771.92,3341.91,0.71
14165,Safflower,2014,Rabi       ,West Bengal,486.0,421,1483.5,73366.56,160.38,0.847142857
14166,Sannhamp,2014,Kharif     ,West Bengal,809.0,3361,1483.5,122126.64,266.97,4.1625
14167,Sesamum,2014,Autumn     ,West Bengal,1117.0,833,1483.5,168622.32,368.61,0.665
14168,Sesamum,2014,Summer     ,West Bengal,222239.0,50000,1483.5,33549199.44,73338.87,0.887647059
14169,Sesamum,2014,Winter     ,West Bengal,1125.0,807,1483.5,169830.0,371.25,0.661111111
14170,Small millets,2014,Autumn     ,West Bengal,1020.0,700,1483.5,153979.2,336.6,0.58
14171,Small millets,2014,Rabi       ,West Bengal,523.0,709,1483.5,78952.08,172.59,0.95
14172,Soyabean,2014,Kharif     ,West Bengal,595.0,417,1483.5,89821.2,196.35,0.5925
14174,Sunflower,2014,Kharif     ,West Bengal,6899.0,9002,1483.5,1041473.04,2276.67,1.265333333
14175,Tobacco,2014,Whole Year ,West Bengal,14230.0,23828,1483.5,2148160.8,4695.9,1.175
14176,Urad,2014,Kharif     ,West Bengal,61669.0,42332,1483.5,9309552.24,20350.77,0.57
14177,Urad,2014,Rabi       ,West Bengal,10038.0,9433,1483.5,1515336.48,3312.54,0.890909091
14179,Arhar/Tur,2015,Kharif     ,Bihar,23543.0,37134,874.0,3717675.13,7769.19,1.595833333
14180,Bajra,2015,Kharif     ,Bihar,4095.0,4639,874.0,646641.45,1351.35,1.1
14181,Barley,2015,Rabi       ,Bihar,10655.0,13898,874.0,1682531.05,3516.15,1.310769231
14182,Castor seed,2015,Kharif     ,Bihar,43.0,41,874.0,6790.13,14.19,0.968
14183,Gram,2015,Rabi       ,Bihar,59367.0,50000,874.0,9374642.97,19591.11,1.020666667
14184,Groundnut,2015,Kharif     ,Bihar,492.0,501,874.0,77691.72,162.36,1.0075
14185,Horse-gram,2015,Kharif     ,Bihar,7763.0,7210,874.0,1225855.33,2561.79,0.925
14186,Jowar,2015,Kharif     ,Bihar,1611.0,1713,874.0,254393.01,531.63,1.066666667
14188,Khesari,2015,Rabi       ,Bihar,54606.0,50000,874.0,8622833.46,18019.98,0.938571429
14189,Linseed,2015,Rabi       ,Bihar,15033.0,12911,874.0,2373861.03,4960.89,0.873333333
14193,Masoor,2015,Rabi       ,Bihar,150695.0,50000,874.0,23796247.45,49729.35,0.878684211
14195,Moong(Green Gram),2015,Kharif     ,Bihar,12217.0,8342,874.0,1929186.47,4031.61,0.675806452
14196,Moong(Green Gram),2015,Summer     ,Bihar,157006.0,50000,874.0,24792817.46,51811.98,0.686486486
14197,Other  Rabi pulses,2015,Rabi       ,Bihar,727.0,734,874.0,114800.57,239.91,1.005454545
14198,Other Kharif pulses,2015,Kharif     ,Bihar,1686.0,1379,874.0,266236.26,556.38,0.874545455
14199,Peas & beans (Pulses),2015,Rabi       ,Bihar,17035.0,17941,874.0,2689996.85,5621.55,1.041388889
14200,Ragi,2015,Kharif     ,Bihar,6925.0,9893,874.0,1093526.75,2285.25,1.276086957
14201,Rapeseed &Mustard,2015,Rabi       ,Bihar,89657.0,50000,874.0,14157736.87,29586.81,1.002894737
14203,Rice,2015,Summer     ,Bihar,81302.0,50000,874.0,12838398.82,26829.66,2.528333333
14205,Safflower,2015,Rabi       ,Bihar,106.0,85,874.0,16738.46,34.98,0.933333333
14206,Sannhamp,2015,Kharif     ,Bihar,1239.0,999,874.0,195650.49,408.87,0.83375
14207,Sesamum,2015,Kharif     ,Bihar,2754.0,2390,874.0,434884.14,908.82,0.883461538
14208,Small millets,2015,Kharif     ,Bihar,1769.0,1338,874.0,279342.79,583.77,0.818888889
14210,Sunflower,2015,Rabi       ,Bihar,11404.0,16203,874.0,1800805.64,3763.32,1.389583333
14211,Tobacco,2015,Whole Year ,Bihar,9104.0,15805,874.0,1437612.64,3004.32,1.743636364
14212,Urad,2015,Kharif     ,Bihar,13651.0,12048,874.0,2155629.41,4504.83,0.906785714
14214,Arhar/Tur,2015,Kharif     ,Chhattisgarh,65109.0,30601,1136.0,10281362.19,21485.97,0.482962963
14215,Bajra,2015,Kharif     ,Chhattisgarh,50.0,17,1136.0,7895.5,16.5,0.2675
14216,Bajra,2015,Whole Year ,Chhattisgarh,1211.0,28523,1136.0,191229.01,399.63,21.06958333
14217,Barley,2015,Rabi       ,Chhattisgarh,1057.0,666,1136.0,166910.87,348.81,0.70375
14218,Castor seed,2015,Rabi       ,Chhattisgarh,54.0,17,1136.0,8527.14,17.82,0.278571429
14219,Coconut ,2015,Whole Year ,Chhattisgarh,58.0,0,1136.0,9158.78,19.14,0.0
14220,Coriander,2015,Whole Year ,Chhattisgarh,2424.0,700,1136.0,382773.84,799.92,0.258148148
